dalkavuk^,flunky,1.95,2.08,2.98,ADJ
dalkavukluk^,flattery,3.37,3.05,3.46,NN
dalkavukluk et^mek,cringe,2.12,3.43,2.29,VB
dalma,plunge,2.81,2.8,2.45,NN
dalmak,muse,3.65,2.88,3.56,VB
dalyan gibi,strapping,2.89,2.89,3.32,NN
dam,penitentiary,1.53,3.68,2.22,NN
dama,checkers,3.12,2.12,3.5,NN
damak^,palate,3.45,1.88,2.9,NN
damalı,checkered,2.86,2.29,2.67,ADJ
damar,vascular,2.45,2.78,2.94,NN
damar içi,intravenous,2.65,2.55,2.8,NN
damat^,groom,3.92,2.68,3.38,NN
dambıl,dumbbell,2.86,2.27,2.98,NN
damga,stamp,3.4,2.23,3.85,NN
damın,terrace,3.17,2.26,2.93,NN
damızlık^,brood,2.83,1.79,2.52,NN
damla,blob,2.45,2.29,3.22,NN
damlalık^,dropper,3.03,2.23,2.73,NN
damlama,drip,3.26,2.35,2.56,NN
damperli kamyon,tipper,3.13,2.37,3.91,NN
dana eti,veal,2.91,2.43,2.9,NN
dandik^,dud,2.37,2.17,2.62,ADJ
dangalak^,crass,2.37,2.87,3.06,ADJ
danışma,advisement,2.78,2.52,3.46,NN
danışmak,consult,3.21,2.39,3.42,VB
danışman,consultant,3.53,1.88,3.34,NN
danışmanlık^,counseling,3.45,2.2,2.6,NN
dans,dance,4.14,3.24,3.64,NN
dans çeşidi,cakewalk,4.17,2.52,3.6,NN
dansçı,dancer,3.82,2.76,3.39,NN
dantel,lace,3.79,2.38,3.85,NN
dar,narrow,2.98,2.77,3.1,ADJ
dar boğaz,canyon,3.25,2.45,2.55,NN
daracık,slinky,2.82,2.48,3.11,ADJ
darağacı,gallows,2.03,3.03,2.74,NN
darağacına çekmek,dangle,2.88,2.63,2.48,VB
daralma,contraction,2.67,3.45,2.48,NN
daraltmak,restrict,2.24,2.68,2.26,VB
darbe,bash,2.34,3.07,2.73,NN
darbımesel,adage,3.28,2.19,3.07,ADJ
dargın,huffy,2.62,2.39,3,ADJ
darılmak,pout,2.17,2.57,3.26,VB
darmadağın,crappy,1.68,3.13,2.46,ADJ
darmadağınık saç,thatch,3.1,1.9,2.93,NN
darp et^mek,bump,3.03,2.88,3.17,VB
dart oyunu,dart,2.88,2.44,3.31,NN
darülaceze,hospice,2.27,2.61,2.15,NN
dasnik,pimp,2.03,2.6,2.61,NN
dava,lawsuit,1.92,3.2,2.1,NN
dava açmak,prosecute,2.08,2.81,3.06,VB
davacı,litigator,2.26,2.72,2.68,NN
davet,call,3.59,2.15,3.31,NN
davet et^mek,invite,3.34,3.05,3.98,VB
davetiye,invitation,4.03,2.97,3.72,NN
davetsiz,intrusive,2.03,3.39,2.74,ADJ
davetsiz misafir,intruder,1.73,3.33,2.09,NN
davranım,behavior,3.14,2.64,3.44,NN
davranış,behavior,3.14,2.64,3.44,NN
davranışsal,behavioral,3.05,2.55,3.48,ADJ
davranmak,behave,3.63,2.36,4.03,VB
davul,drum,3.53,2.84,3.33,NN
davulcu,drummer,3.77,2.75,3.46,NN
dayak yemiş,punchy,2.89,2.66,2.48,ADJ
dayak^,rubdown,3.76,2.62,3.03,NN
dayanabilen,enduring,3.84,2.18,3.69,ADJ
dayanak^,brace,2.93,2.45,2.99,NN
dayanç,patience,3.81,2.08,4.09,NN
dayanıklı,enduring,3.84,2.18,3.69,ADJ
dayanıklı olmak,withstand,3.48,2.61,3.8,VB
dayanıklılık^,endurance,3.93,3.3,3.52,NN
dayanılmaz,unbearable,1.55,3.38,2.19,ADJ
dayanışma,solidarity,3.36,2.5,3.64,NN
dayanma gücü,stamina,3.78,2.81,3.67,NN
dayanmak,withstand,3.48,2.61,3.8,VB
dayı,cousin,3.56,1.8,3.14,NN
dazlak^,pumpkin,4,2.22,3.18,ADJ
debboy,depot,3.09,2.1,3.23,NN
debdebe,pomp,3.16,2.29,2.94,NN
debdebeli,jeering,1.76,3.29,2.66,ADJ
debi,current,3.27,2.13,3.45,NN
debriyaj,clutch,2.9,2.52,3.1,NN
deccal,antichrist,1.68,3.29,2.7,ADJ
deco,deco,3.15,2.37,2.95,NN
decode,decode,3.25,2.8,3.79,NN
dede,grandpa,4.22,2.35,3.03,NN
dedektif,detective,3.03,2.78,2.7,NN
dedektör,sensor,2.8,2.24,3.03,NN
dedikodu,gossip,2.25,2.46,2.47,NN
dedikoducu,tattler,1.92,2.73,2.88,ADJ
def<in,burial,1.83,2.65,3.08,NN
defans,defense,3.18,3.06,3.27,NN
defans oyuncusu,linebacker,3.21,2.71,2.75,NN
defet^mek,vamoose,2.69,2.93,3.06,VB
defibrilatör,defibrillator,2.23,3,3.03,NN
defne,bay,4.12,2.13,2.93,NN
defnet^mek,bury,1.48,3.28,2.9,VB
defo,amends,3.84,2.48,3.48,NN
defol,scram,2.29,2.33,2.75,VB
defolu,handicapped,2.02,2.48,2.23,ADJ
deforme olmuş,deformed,1.63,2.64,2.03,ADJ
defrost,defrost,2.93,2.24,3.41,NN
defter,notebook,3.53,2.29,3.56,NN
defter tutma,bookkeeping,3.08,2.24,3.42,NN
defteri kebir,ledger,3.17,2.12,3.44,NN
değer,value,4.09,3.4,3.62,NN
değer biçmek,weigh,2.66,2.57,3,VB
değer vermek,esteem,3.69,2.46,3.73,VB
değerlendirme,rating,2.82,2.89,3.69,NN
değerlendirmek,evaluate,3.05,2.39,3.6,VB
değerli,valuable,4.09,2.43,3.52,ADJ
değerli eşyalar,valuables,3.46,3.03,3.74,NN
değersiz,worthless,1.45,2.73,1.86,ADJ
değinme,contact,3.59,2.17,3.39,NN
değirmen,mill,3.2,1.61,2.88,NN
değirmentaşı,millstone,2.93,2.06,3.7,NN
değiş,change,3.05,2.53,3.41,VB
değiş tokuş,change,3.05,2.53,3.41,NN
değişebilir,variable,3.15,2.33,3.11,ADJ
değişen,varying,3.18,3.15,2.79,ADJ
değişik^,differ,3.05,2.13,3.24,ADJ
değişiklik^,alteration,3.03,2.53,3.58,NN
değişiklik yapmak,remodel,3.3,2.48,3.73,VB
değişim,change,3.05,2.53,3.41,NN
değişinim,mutation,2.57,2.78,2.58,NN
değişken,variable,3.15,2.33,3.11,NN
değişken,variable,3.15,2.33,3.11,ADJ
değişme,change,3.05,2.53,3.41,NN
değişmek,mutate,2.58,3.44,2.52,VB
değişmemiş,unchanged,3,1.84,2.75,ADJ
değişmeyen,decision,3.25,2.22,3.95,ADJ
değişmez,absolute,3.22,2.24,3.29,ADJ
değiştirgeç,relay,2.93,2.63,3.41,NN
değiştirici,changer,2.98,2.08,3.06,NN
değiştirme,exchange,3.45,2.88,3.44,NN
değiştirmeden,ditto,3.25,2.45,3.5,ADV
değiştirmek,amend,3.43,2.03,2.98,VB
değnek^,wand,3.21,2.5,3.25,NN
deha,genius,4.26,3.6,4.19,ADJ
dehşet,horrendous,1.79,3.41,2.34,ADJ
dehşete düşürmek,terrify,1.92,3.7,1.9,VB
dehşetli,awesome,4.43,3.53,4.06,ADJ
dejenerasyon,degeneration,2.24,2.59,2.34,NN
dejenere,degenerate,1.85,2.84,1.98,NN
dekadans,collapse,2.19,3.57,2.37,NN
dekatlon,decathlon,2.84,2.75,3.36,NN
deklerasyon,manifesto,2.53,2.8,3.06,NN
dekoder,solvent,2.9,1.89,2.94,NN
dekompresyon,decompression,2.38,1.96,2.89,NN
dekor,decor,3.48,2.19,4.16,NN
dekorasyon,decoration,3.86,2.53,3.7,NN
dekoratif,decorative,4.26,2.88,3.73,ADJ
dekoratör,decorator,3.72,2.08,3.32,NN
delegasyon,delegation,3.1,2.31,3.38,NN
deler çekiç,jackhammer,2.45,2.85,2.88,NN
delgeç,staple,3,2.74,2.88,NN
delgi,drill,2.87,3.06,3.24,NN
deli,mad,1.74,3.3,2.95,ADJ
deli et^mek,madden,2.88,3.09,3.17,VB
deli gömleği,straitjacket,1.86,3.05,2.49,NN
delibozuk,fathead,2.24,3,2.66,ADJ
delicesine,frantic,2.4,3.2,2.3,ADV
delicesine aşık^,infatuated,3.5,3.5,2.9,ADJ
delik^,hole,3.14,1.98,2.36,ADJ
delikanlı,pup,4.27,2.75,3.58,ADJ
delil,evidence,2.86,2.45,2.81,NN
delilik^,insanity,1.85,4.4,2.56,NN
delinme,puncture,2.67,2.42,3.18,NN
delinmek,unfold,2.62,2.44,3.32,VB
delirmek,abduct,1.71,3.45,1.88,VB
delirtmek,madden,2.88,3.09,3.17,VB
delk,friction,2.5,3.03,2.62,NN
delmek,dine,3.8,2.5,3.53,VB
delta,delta,3.15,2.16,3.58,NN
de>mek iste>mek,remark,3.03,2,3.65,VB
demet,bundle,3.05,2.24,3.06,NN
demevi,bloodshot,1.93,2.86,2.52,NN
demir,iron,3.02,2.12,3.26,NN
demir boku,slag,1.82,2.45,2.46,NN
demir rengi,gray,2.34,1.91,2.89,NN
demir testeresi,hacksaw,2.43,2.78,2.92,NN
demirci,blacksmith,3.29,2.12,3.5,NN
demirî,gray,2.34,1.91,2.89,ADJ
demirleme,anchorage,3.05,2.41,3.4,NN
demiryolu,railroad,3.34,2.48,3.15,NN
Demleme,brewing,3.81,3.43,3.1,NN
demle>mek,brew,3.21,2.25,3.36,VB
demlik^,teapot,3.5,2.2,3.34,NN
demo,demo,3.33,2.46,3.29,NN
demografik^,demographic,2.71,2.37,3.38,ADJ
demokrasi,democracy,3.58,3.03,3.29,NN
demokrat,democrat,3.27,3.33,3.31,ADJ
demokratik^,democratic,3.35,2.67,3.81,ADJ
demokratlık^,democracy,3.58,3.03,3.29,NN
demonstrasyon,demo,3.33,2.46,3.29,NN
deneme,trial,2.14,3.03,2.45,NN
dene>mek,try,3.32,2.5,3.47,VB
deneştirme,correlation,3.05,2.12,3.13,NN
denetçi,auditor,2.13,2.35,3.1,NN
denetim,audit,1.91,3.39,2.34,NN
denetimsiz,unsupervised,3.28,2.68,3.48,ADJ
denetleme,supervision,2.63,3.03,2.78,NN
denetle>mek,oversee,3.34,2.33,3.21,VB
denetmen,overseer,2.86,3.15,3.06,NN
deney,experiment,3.53,2.93,3.35,NN
deney şişesi,beaker,3.25,2.4,3.5,NN
deneyim,experience,3.95,2.36,3.97,NN
tecrübe,experience,3.95,2.36,3.97,NN
deneyimsiz,inexperienced,2.25,2.34,2.32,ADJ
deneyimsizlik^,adolescence,3.5,3.05,2.72,NN
deneyli,empirical,2.84,2.57,3.15,ADJ
deneysel,experimental,3.33,3.29,2.81,ADJ
denge,balance,3.92,2.57,3.24,NN
dengele>mek,stabilize,3.43,2.44,3.31,VB
dengeleyici,stabilizer,3.34,2.05,3.22,NN
dengeli,steady,3.84,2,3.71,ADJ
dengesiz,unbalanced,2.05,2.87,2.11,ADJ
dengesizlik^,imbalance,2.45,2.79,2.43,NN
deniz,sea,3.78,1.9,3.11,NN
deniz feneri,lighthouse,3.62,2.34,3.62,NN
deniz harp okulu öğrencisi,midshipman,2.88,1.86,3.07,NN
deniz hırsızı,pirate,2.6,3.13,2.41,NN
deniz kabuğu,conch,3.19,2.24,3.07,NN
deniz kızı,mermaid,4.03,3.29,2.67,NN
deniz kulağı,abalone,3.15,1.83,2.98,NN
deniz suyu,seawater,3.48,2,2.74,NN
deniz tutmuş,seasick,1.45,3,1.7,ADJ
deniz ürünleri,seafood,3.73,2.87,3.27,NN
denizaltı,submarine,3.5,2.62,2.81,NN
denizaltında,undersea,3.69,2.73,2.46,ADV
denizanası,jellyfish,2.95,2.37,2.5,NN
denizci,sailor,3.55,2.44,3.55,NN
denizci piyadesi,jarhead,2.58,2.71,2.57,NN
denizde,afloat,3.29,2.57,2.98,ADV
denizyıldızı,starfish,3.77,2.62,3.4,NN
denk gelmek,shut,2.75,2.53,3.31,VB
denk^,bale,2.95,1.89,2.96,ADJ
denklem,equation,3.15,2.46,3.3,NN
denklik^,equality,3.88,2.87,3.5,NN
denyo,fathead,2.24,3,2.66,ADJ
deodorant,deodorant,3.55,2.37,3.67,NN
depar,outrun,3.63,3.31,3,NN
departman,chapter,3.35,2.43,3.61,NN
deplasman,displacement,2.34,2.43,2.93,NN
depo,warehouse,2.72,2.29,3.03,NN
depolama,storage,2.98,2.34,3.62,NN
deponi,landfill,2.07,2.33,2.73,NN
deprem,earthquake,2.03,3.88,1.57,NN
deprem dalgası,tidal wave,2.95,2.9,2,NN
depresif,depressive,1.82,2.24,2.32,ADJ
depreşmek,rouse,3.12,2.9,2.98,VB
depresyon,depression,1.72,3.1,2.17,NN
derbeder,raggedy,2.14,2.83,2.92,ADJ
derbederlik^,sleaze,1.98,2.56,2.41,NN
derbent^,throat,2.88,2.6,3.42,NN
derdest et^mek,catch,3.32,2.5,3.24,VB
dere,brook,4,2.17,3.54,NN
derebeyi,overlord,2.37,2.89,2.71,NN
derebeyine bağlı kimse,liege,2.8,2.16,3.06,NN
derece,degree,3.32,2.55,3,NN
derecede,pending,2.4,2.78,3.2,ADJ
derecesinde,pending,2.4,2.78,3.2,ADV
dereotu,dill,3.43,2.13,3.38,NN
dergi,magazine,3.62,2.6,4.03,NN
derhal,pronto,3.35,2.53,3.41,ADV
deri,leather,3.42,2.29,3.16,NN
derialtı,hypodermic,1.95,2.89,2.79,NN
derin,profound,3.83,2.57,3.2,ADJ
derin tava,wok,3.42,2.28,3.55,NN
derinlemesine,lengthy,2.7,2.2,3.12,ADV
derinlik^,depth,3.4,2.68,3.12,NN
derişim,concentration,3.23,2.5,3.82,NN
derlem,collection,3.45,2.72,3.95,NN
derle>mek,compile,3.11,2.38,3.41,VB
dermatolog^,dermatologist,3.5,2.31,2.77,NN
derme çatma,crap,2.22,2.81,2.56,NN
dernek^,association,3.25,2.34,3.57,NN
derpiş et^mek,foresee,3.34,2.32,3.53,VB
derrace,bicycle,3.86,2.48,3.6,NN
ders,lecture,2.5,2.08,2.75,NN
ders dışı,extracurricular,3.55,2.67,3.89,NN
ders kitabı,textbook,3,1.97,3.09,NN
dershane,class,3.37,2.72,3.12,NN
derslik^,class,3.37,2.72,3.12,NN
dert,trouble,1.94,3.3,2.68,NN
dertli,heartbroken,1.48,3.8,2.33,ADJ
dertsiz,painless,4.2,2.55,3.36,ADJ
deruhte et^mek,assume,2.71,2.6,3.61,VB
deşarj,discharge,2.2,2.97,2.5,NN
deşarj olmak,ejaculate,3.5,3.58,3.42,VB
desen,styling,3.35,2.36,3.71,NN
desimetre,decimeter,2.91,1.75,2.88,NN
desise,cheat,2.03,2.96,2.69,NN
despot,tyrant,1.95,3.14,2.1,ADJ
destan,saga,3.7,3.05,3.13,NN
destansı,epic,4.1,2.9,3.16,ADJ
deste,ligament,2.6,2.08,2.95,NN
destek^,support,3.95,2.03,3.56,NN
destekçi,promoter,3.15,2.68,3.13,NN
destekleme,containment,2.69,3.27,2.59,NN
destekle>mek,promote,3.78,2.85,3.54,VB
destekleyici,supportive,3.98,2.42,3.79,NN
detay,detail,3.34,2.41,4.07,NN
detaylı,detailed,3.55,2.68,3.24,ADJ
detektör,detector,2.71,2.76,3.3,NN
deterjan,detergent,3.21,2.13,3.3,NN
dev,huge,3.36,2.62,2.95,ADJ
dev gibi,titanic,2.71,2.7,2.77,NN
dev uçak^,airliner,3.53,2.5,2.63,NN
dev<ir,cycle,3.32,2.71,3.41,NN
deva,remedy,3.81,2.67,3.91,NN
devam,continuance,3.13,2.29,3.07,NN
devam eden,ongoing,2.9,2.62,3.04,ADV
devam et^mek,continue,3.31,1.95,3.59,VB
devamlı,continuous,3.17,2.14,3.39,ADJ
devamlılık^,continuity,3.36,1.66,3.72,NN
devasa,colossal,2.67,2.98,3.07,ADJ
deve,camel,3.15,2.05,3.11,NN
devedikeni,thistle,2.98,2.45,2.37,NN
devekuşu,ostrich,3.08,2.44,2.56,NN
devetüyü rengi,buff,3.61,2.8,3.2,NN
devim bilimi,dynamic,3.55,3.22,3.26,NN
devimsel,dynamic,3.55,3.22,3.26,ADJ
devingen,mobile,3.41,2.38,3.45,ADJ
devingenlik^,mobility,3.27,2.85,4.06,NN
devinim,act,3.32,2.6,3.56,NN
devinmek,move,2.98,2.62,3.06,VB
devirmek,overthrow,2.36,2.89,3.2,VB
devlet,state,3.37,2.15,3.33,NN
devlet adamı,statesman,2.79,1.95,2.96,NN
Devlet Bakanı,Secretary of State,2.65,2.26,3.43,NN
devlet kuşu,godsend,3.9,2.38,3.21,NN
devralma,takeover,2.36,2.87,3.33,NN
devre,circuit,2.91,2.68,3.28,NN
devre dışı,disable,2.29,2.3,2.52,NN
devre sistemi,circuitry,2.7,2.17,3.31,NN
devredilemez,inalienable,3.55,2.7,2.7,ADJ
devren kiraya vermek,sublet,3.14,2.61,3.1,VB
devret^mek,transfer,3.15,2.11,3.25,VB
devrik^,flatbed,2.93,2.19,3.22,ADJ
devrilmek,wallow,2.67,2.65,2.77,VB
devrim,revolution,2.91,3.34,3.12,NN
devrimci,revolutionary,3.61,2.93,3.06,NN
devriye,patrol,2.52,2.63,3.14,NN
devriye polisi,patrolman,2.82,2.79,2.52,NN
devrolmak,outdo,2.98,3.22,3.95,VB
devşirmek,collect,3.45,2.07,3.24,VB
deyiş,expression,3.58,2.67,3.94,NN
dezavantaj,disadvantage,1.84,2.45,2.31,NN
dezenfektan,disinfectant,3.05,1.98,3.4,ADJ
dezenfekte et^mek,disinfect,3.06,2.5,3.32,VB
didaktik^,instructive,3.63,2.53,3.48,ADJ
diferansiyel,differential,2.5,2.31,3.03,NN
diğer,other,3.21,2.24,3.5,ADJ
dijital,digital,3.5,2.68,3.41,ADJ
dik,horny,3.92,3.64,2.77,ADJ
dik dik bakmak,stare,2.73,2.84,3.69,VB
dikbaşlı,rebel,2.69,3.15,3.1,ADJ
dikdörtgen biçiminde,rectangular,3.13,1.85,3.25,ADJ
dikel,semen,2.43,3,2.58,VB
diken,thorn,2.31,2.6,2.55,NN
dikenli,thorny,2.05,2.96,2.34,ADJ
dikey,vertical,3,2.66,3.29,ADJ
dikilmek,stand,3.14,2.05,3.45,VB
dikiş,suture,2.68,2.82,2.83,NN
dikiz et^mek,peep,2.71,2.65,2.98,VB
dikizci,peeper,1.95,3.21,2.71,NN
dikizle>mek,peep,2.71,2.65,2.98,VB
dikkatli ol,beware,2.15,3.12,3.16,NN
dikkat,beware,2.15,3.12,3.16,NN
dikkat çekici,remarkable,4.09,2.65,3.32,NN
dikkat dağıtan,turnoff,1.93,2.63,3.07,ADJ
dikkat dağıtıcı,turnoff,1.93,2.63,3.07,NN
dikkate almak,count,3.45,1.65,3.09,VB
dikkate değer,notable,3.48,2.23,3.62,ADJ
dikkatini dağıtmak,distract,2.34,2.28,2.68,VB
dikkatli,mindful,3.85,3.5,3.88,ADJ
dikkatli inceleme,scrutiny,2.42,2.53,2.28,NN
dikkatsiz,careless,2.27,2.64,2.31,ADJ
dikkatsizlik^,carelessness,2.38,2.48,2.26,NN
dikmek,perk,4.16,3.39,3.45,VB
dikmelik^,plantation,2.79,2.3,3.38,NN
diksiyon,diction,2.93,2.37,3.53,NN
diktatör,dictator,1.89,3.25,2.6,ADJ
diktatörlük^,dictatorship,1.81,3.69,1.88,NN
dikte,dictation,2.63,1.97,2.74,NN
dil,language,3.69,2.35,4.19,NN
dil avcısı,agent,3.12,2.22,3.33,NN
dil dalaşı,altercation,2.31,3.31,2.7,NN
dil kavgası,altercation,2.31,3.31,2.7,NN
dilbilgisi,grammar,3.63,2.61,3.88,NN
dilbilim,linguistics,3.69,1.88,3.44,NN
dilbilimci,linguist,3,2.36,3.3,NN
dile getirmek,burn,2.37,3.2,2.45,VB
dilek^,wish,4.07,2.19,3.75,NN
dilekçe,petition,2.9,2.05,3.27,NN
dilekçe sahibi,petitioner,3.28,2.42,3.62,NN
dileme,demand,2.55,3.43,3.07,NN
dilemma,dilemma,2.62,3.1,1.98,NN
dilenci,beggar,1.96,2.65,2.58,NN
dilenmek,beg,2.36,2.83,2.09,VB
dilim,slice,3.03,2.25,3.03,NN
dillek,blabbermouth,1.95,2.74,2.63,ADJ
dilmaç,translator,3.03,2.5,2.88,NN
dilsiz,garnet,3.56,2.62,3.15,ADJ
dimağ,brain,3.61,2.18,3.64,NN
din,religion,3.21,3,2.71,NN
dinamik^,dynamic,3.55,3.22,3.26,ADJ
dinamit,dynamite,2.9,3.7,2.83,NN
dinamo,dynamo,3.61,3.09,3.41,NN
dinc^,lusty,3.4,3.3,2.92,ADJ
dinçlik^,vigor,3.48,3.68,3.62,NN
dindar,pious,2.48,2,2.63,ADJ
dindarlık^,piety,3,2.21,2.54,NN
dindirmek,eliminate,2.45,2.32,3.24,VB
dingil,axle,2.84,1.73,3.15,NN
dingin,hushed,3.11,2.38,2.41,ADJ
dingo,dingo,3.33,2.63,2.9,NN
dini,religious,3.1,2.82,3.62,NN
dini gün ile ilgili,sabbatical,3.5,1.88,3.38,ADJ
dinleme,wiretap,1.98,3.12,1.86,NN
dinle>mek,listen,3.96,2.38,3.28,VB
dinlenme,rest,4.43,1.65,3.39,NN
dinlenme tesisi,roadhouse,3.31,2.31,3.03,NN
dinlenmek,relax,4.41,1.69,3.97,VB
dinlenmelik^,foyer,3.48,2.28,3.27,NN
dinleyen,person,3.55,2.36,3.5,NN
dinleyici,listener,3.55,2.42,3.34,NN
dinmek,stand,3.14,2.05,3.45,VB
dinmeyen,unmitigated,2.88,2.6,2.97,ADJ
dinozor,dinosaur,3.56,3.17,2.71,NN
dinsiz,ungodly,2.25,3.14,2.87,ADJ
dioksit,dioxide,2.79,2.48,2.86,NN
dip^,deep,3.22,2.45,2.97,NN
diploma,diploma,3.66,3.13,3.91,NN
diplomasi,diplomacy,3.27,3.11,3.21,NN
diplomat,diplomat,2.83,2.33,3.34,NN
diplomatik^,diplomatic,3.45,2.73,3.31,ADJ
dipsiz,abysmal,2.23,2.46,2.38,ADJ
direk^,mast,2.93,2.36,3.16,NN
direkt,direct,3.38,2.65,3.69,ADV
direktif,directive,3.35,2.65,3.48,NN
direktör,director,2.98,2.38,3.95,NN
diren,pitchfork,2.27,2.68,2.8,NN
direnc^,resistance,2.37,3.12,2.46,NN
direngenlik^,stubbornness,2.31,2.87,3.43,NN
direnmek,resist,2.48,2.3,3.56,VB
direşme,persistence,3.61,3.48,3.5,NN
direy,fauna,3.53,2.13,3.5,NN
dirgen,pitchfork,2.27,2.68,2.8,NN
diri,youthful,3.95,3.34,3.5,ADJ
dirilik^,vitality,3.66,2.86,3.76,NN
diriltme,resuscitation,2.95,2.77,3.25,NN
diriltmek,resurrect,3.71,2.88,2.64,VB
dirim bilimi,biology,3.5,2.55,2.73,NN
dirim bilimsel,biological,3.79,2.26,3.06,ADJ
dirlik^,serenity,4.38,1.98,3.49,NN
dirsek^,elbow,3.19,2.1,3.51,NN
diş,cog,2.78,2.5,3.08,NN
diş ağrısı,toothache,1.66,3.43,1.98,NN
diş çıkarma,teething,2.06,2.53,2.56,NN
diş fırçası,toothbrush,3.29,2.19,3.61,NN
diş ipi,floss,3,2.24,3.35,NN
diş macunu,toothpaste,3.11,1.93,3.56,NN
dişçi,dentist,2.42,2.69,2.85,NN
disiplin,discipline,3.45,3.4,3.48,NN
disiplinli,disciplined,3.58,2.7,3.36,ADJ
disk,disc,3.3,2.28,3.29,NN
disk iteleme oyunu,shuffleboard,2.89,2.46,3.33,NN
diskcokey,deejay,3.46,2.48,3.34,NN
disko,disco,3.38,3.13,3.12,NN
diskotek^,disco,3.38,3.13,3.12,NN
dişler,teeth,3,2.4,3.33,NN
dişli,gear,3.1,2.09,3.45,ADJ
dispanser,dispensary,3.03,2.57,3.04,NN
dişsiz,toothless,1.76,2.5,2.26,ADJ
dissosiyatif,dissociative,2.29,2.81,2.54,ADJ
distribütör,distributor,2.81,2.1,3.37,NN
diva,diva,2.34,2.78,3.36,ADJ
divan,cedar,3.66,2.11,3.05,NN
diyabet,diabetes,1.87,2.52,2.06,NN
diyabetik,diabetic,2,2.43,1.87,ADJ
diyafram,diaphragm,2.84,2.48,3.12,NN
diyagonal,diagonal,3.09,2.15,3.07,ADJ
diyagram,diagram,3.24,2.36,3.57,NN
diyaklaz,balmy,3.12,2.62,3.24,NN
diyakoz,deacon,3.05,2.44,3.06,NN
diyalekt,dialect,3.5,2.63,3.18,NN
diyaliz,dialysis,2.12,2.96,2.12,NN
diyalog^,dialogue,3.63,1.93,3,NN
diyanet,religion,3.21,3,2.71,NN
diyar,realm,3.2,2.5,3.33,NN
diyet,diet,2.71,2.42,3.15,NN
diz,knee,2.85,2.63,3.19,NN
diz çökmek,kneel,2.5,2.09,2.94,VB
dizanteri,dysentery,2,2.38,2.03,NN
dizayn,design,3.9,2.48,3.4,NN
dizel,diesel,2.66,2.39,3.15,NN
dizelge,list,3.45,1.78,3.31,NN
dizem,rhythm,3.71,3.07,4,NN
dizemli,rhythmic,3.65,3.03,3.63,ADJ
dizey,matrix,3.45,2.7,2.79,NN
dizge,sentence,3.07,2.05,3.77,NN
dizgeli,methodical,3.06,2.38,3.22,ADJ
dizgi,getup,3.27,2.68,3.34,NN
dizginleme,rein,2.9,1.89,2.55,NN
dizginle>mek,restrain,2.71,2.85,2.72,VB
dizginler,reins,3.06,2.1,3.4,NN
dizginsiz,unbridled,2.82,2.73,3,ADJ
dizi,array,3.45,2.36,3.31,NN
dizkapağı,kneecap,2.78,2.37,3.23,NN
dizüstü bilgisayar,laptop,3.98,2.81,3.75,NN
dırıltı et^mek,nag,1.65,2.86,2.48,VB
dış,exterior,3.28,2.2,3.46,NN
dış alım,import,3.14,2.48,3.29,NN
dış görünüş,guise,2.63,2.43,2.64,NN
dış satım,export,2.9,2.23,3.27,NN
dışa vurum,expression,3.58,2.67,3.94,NN
dışarlık^,backwoods,3,1.79,3.11,NN
dışık^,slag,1.82,2.45,2.46,NN
dışkı,excrement,1.5,2.82,2.19,NN
dışla>mak,exclude,2.28,2.91,2.84,VB
dıştan,outboard,3.08,2.22,3.13,NN
dodo,dodo,2.46,2.5,2.98,NN
doğa,nature,3.94,2.5,3,NN
doğaçlama,impromptu,3.41,2.73,3.03,ADJ
doğaçtan,impromptu,3.41,2.73,3.03,ADJ
doğal,spontaneous,3.82,3.36,3.57,ADJ
doğal gaz,natural gas,2.74,2.18,3.1,NN
doğal gübre,guano,2.6,2.1,3.16,NN
doğal olmayan,unnatural,2.77,3.26,2.39,ADJ
doğallık^,spontaneity,3.73,3.29,3.5,NN
doğaüstü,supernatural,3.53,3.45,2.5,ADJ
doğmaca,impromptu,3.41,2.73,3.03,NN
doğmak,commence,3.16,2.41,3.48,VB
doğmamış,unborn,2.93,3.14,2.48,ADJ
doğmuş,born,4.17,2.45,2.39,ADJ
doğrama işleri,woodwork,3.57,2.28,3.21,NN
doğra^mak,chop,2.8,2.72,3.38,VB
doğrayıcı,chopper,3.03,2.28,3.22,NN
doğru,TRUE,4.26,2.99,4,ADJ
doğruca,direct,3.38,2.65,3.69,ADJ
doğrucu,truthful,4.24,2.36,3.88,ADJ
doğrudan doğruya,direct,3.38,2.65,3.69,ADV
doğrulama,affirmation,3.48,2.48,3.77,NN
doğrula^mak,corroborate,3.25,2.44,3.21,VB
doğrulanmamış,unconfirmed,2.86,2.72,2.19,ADJ
doğruluk^,accuracy,3.66,2.17,3.87,NN
doğrusal,linear,3.03,2.1,3.5,ADJ
doğu,east,3.67,1.75,3.09,NN
doğum,birth,3.76,3.38,3,NN
doğum günü,birthday,3.69,2.8,3.54,NN
doğum kontrolü,contraception,3.55,2.96,3.13,NN
doğum öncesi,prenatal,3.45,2.28,2.59,NN
doğum yapmak,breed,3.37,2.55,3.59,VB
doğum yeri,birthplace,3.98,2.21,2.93,NN
doğurganlık^,fertility,3.43,2.86,2.78,NN
doğurma,procreation,3.07,3.52,3.84,NN
doğurmak,breed,3.37,2.55,3.59,VB
doğuştan,inbred,2.13,2.29,2.46,ADJ
